What Country or Region do you live in?,Which US State or Territory do you live in?,How old are you?,How many years of IT/Programming experience do you have?,How would you best describe the industry you work in?,Which best describes the size of your company?,Which of the following best describes your occupation?,How likely is it that a recommendation you make will be acted upon?,What is your involvement in purchasing? You can choose more than 1.,,,,,,,What types of purchases are you involved in?,,,,,,"What is your budget for outside expenditures (hardware, software, consulting, etc) for 2011?",,,,,,,,What type of project are you developing?,Which languages are you proficient in?,,,,,,,,,,,,,What operating system do you use the most?,Please rate your job/career satisfaction,"Including bonus, what is your annual compensation in USD?",Which technology products do you own? (You can choose more than one),,,,,,,,,,,,,,,,,"In the last 12 months, how much money have you spent on personal technology-related purchases? ",Which of our sites do you frequent most?
Other Asia,,25-29,11,Consulting,Mature Small Business (25-100),Server Programmer,It's been known to happen,,Recommender,,,,,,,Servers,,,Consultants,,,,,,,,,Don't know,Enterprise,Java,,,,,,,,,,,,,Windows XP,I'm not happy in my job,"$20,000 - $40,000",,,,,,,,,,,,Other netbook,,,,,,$251-$500,Stack Overflow
Other Europe,,30-34,11,Finance / Banking,Mature Small Business (25-100),Server Programmer,It's been known to happen,,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Other,Java,,,,,,,,C++,C,,,,Linux,I enjoy going to work,"$80,000 - $100,000",iPhone,,,Other Smart Phone,,,,,HDTV,,,,,,Wii,Other gaming system,,"$2,001-$3,000",Stack Overflow
United States of America,Kentucky,< 20,41310,Other,"Other (not working, consultant, etc.)",Other,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,JavaScript,CSS,PHP,,,SQL,,,,,,Coldfusion,Windows XP,I'm not happy in my job,Student / Unemployed,,,,,,,,,,,,,,,,Other gaming system,,<$100,Programmers Stack Exchange
United States of America,Colorado,20-24,41310,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,Approver,Purchaser,,,I'm a Seller,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,Other,"<$10,000",,,,,,,,SaaS,,JavaScript,CSS,PHP,,,SQL,,,,,,,Mac OS X,So happy it hurts,"$20,000 - $40,000",iPhone,,,,,,,,,,,,,,,,Mac book pro,"$1,001-$2,000",Stack Overflow
Other Europe,,20-24,41310,Consulting,"Other (not working, consultant, etc.)",IT Staff / System Administrator,Unless it's stoopid it gets done,Influencer,Recommender,Approver,Purchaser,Check Writer,No Involvement,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,Other,,,,,,,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Europe,,35-39,11,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Enterprise,Java,JavaScript,CSS,,Python,,SQL,,,,,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",iPhone,Android,,,,,,,,,,,,,,Other gaming system,,"$501-$1,000",Stack Overflow
Other Europe,,20-24,41310,Healthcare,Mature Small Business (25-100),Web Application Developer,I run this place,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,Other,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,,,,,C#,,,,,,Windows Vista,I enjoy going to work,"$20,000 - $40,000",,Android,,,,,,,,,,,,,,Other gaming system,,$251-$500,Stack Overflow
India,,20-24,41310,Healthcare,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,Java,,,,,,,,,,,,,Windows XP,It pays the bills,"<$20,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,$100-$250,Stack Overflow
Canada,,20-24,41310,Education,Student,Student,It's been known to happen,,,,,,No Involvement,,,,Software,,,,,,,,,,,Don't know,Other,Java,,,PHP,,,SQL,C#,C++,C,,,,Mac OS X,I enjoy going to work,Student / Unemployed,,,,,,,,Blu-Ray,,,,,PS3,,,,,$251-$500,Stack Overflow
Germany,,40-50,11,Software Products,Start Up (1-25),Web Application Developer,,,Recommender,Approver,,,,,,,Software,,,,,"$10,001 - $25,000","$25,001 - $40,000",,,,,,Web Platform,,JavaScript,,,,,,C#,,,,,,Windows XP,I enjoy going to work,,,,,,,,,,,,,,,,,,,"$501-$1,000",Stack Overflow
Germany,,35-39,41435,Software Products,Start Up (1-25),Server Programmer,It's been known to happen,,Recommender,,,,,,,,Software,,,,,"$10,001 - $25,000",,,,,,,Enterprise,Java,,,,,,SQL,,,C,Perl,,,Linux,I enjoy going to work,"$40,000 - $60,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,"$501-$1,000",Stack Overflow
Other Europe,,35-39,11,Finance / Banking,"Fortune 1000 (1,000+)",Desktop Application Developer,It's been known to happen,,Recommender,,,,No Involvement,,,,,,,Other,,,,,,,,Don't know,Mobile,,,,,,,SQL,C#,,C,,,"obj-c , vba",Mac OS X,It pays the bills,"$60,000 - $80,000",iPhone,,,,,,,,,,iPad,,,,,,,"$1,001-$2,000",Stack Overflow
India,,20-24,41310,Software Products,"Fortune 1000 (1,000+)",Embedded Application Developer,Unless it's stoopid it gets done,,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Other,,,,,,,,,,C,,,,Windows XP,I enjoy going to work,"$20,000 - $40,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,"$501-$1,000",Stack Overflow
United States of America,Connecticut,25-29,41435,Web Services,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,Influencer,,,,,,,,,Software,,,,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Windows 7,So happy it hurts,"$100,000 - $120,000",,,,,,,,Blu-Ray,HDTV,,,,PS3,Xbox,,,,"$501-$1,000",Stack Overflow
Germany,,20-24,41310,Web Services,Start Up (1-25),Web Application Developer,I run this place,,,,Purchaser,,,,,Servers,,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Web Platform,,,CSS,PHP,Python,Ruby,SQL,,,C,,,lisp,Linux,I enjoy going to work,"$20,000 - $40,000",,Android,,,,,,,,,,Other netbook,,Xbox,,,,"$501-$1,000",Stack Overflow
Australia,,20-24,41310,Web Services,Student,Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,"$10,001 - $25,000","$25,001 - $40,000",,,,,,Web Platform,,JavaScript,CSS,PHP,Python,,SQL,,,C,Perl,,"Lisp, Haskell, Prolog",Linux,It pays the bills,"$20,000 - $40,000",iPhone,,,,,,,,,,,Other netbook,,,,,,"$501-$1,000",Stack Overflow
United Kingdom,,30-34,11,Advertising,"Fortune 1000 (1,000+)",Server Programmer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Mobile,Java,,,,,,,C#,,,,,,Linux,So happy it hurts,">$140,000",,Android,,Other Smart Phone,,Kindle,,Blu-Ray,HDTV,,,Other netbook,PS3,,Wii,,,"$1,001-$2,000",Stack Overflow
Other Europe,,25-29,41310,Web Services,"Fortune 1000 (1,000+)",Web Application Developer,I run this place,Influencer,Recommender,,Purchaser,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,"$10,001 - $25,000",,,,,,,Web Platform,Java,JavaScript,CSS,,,,,,,,,,,Linux,I enjoy going to work,">$140,000",iPhone,Android,,,,Kindle,,,HDTV,,,,PS3,,,,,">$3,000",Stack Overflow
United Kingdom,,30-34,41435,Gaming,Mid Sized (100-999),Desktop Application Developer,It's been known to happen,Influencer,,,,,No Involvement,,,,Software,,,,,,,,,,,Don't know,Other,,,CSS,,Python,,,,C++,C,,,,Linux,I enjoy going to work,"$40,000 - $60,000",,,,Other Smart Phone,,Kindle,,,,,,,,,,Other gaming system,,"$1,001-$2,000",Stack Overflow
India,,20-24,<2,Other,Start Up (1-25),Desktop Application Developer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Mobile,Java,,,,,,,,,,,,,Windows XP,I enjoy going to work,"<$20,000",,Android,Blackberry,,Regular Mobile Phone,,,,,,,,,,,,,$251-$500,Stack Overflow
France,,30-34,41435,Other,"Fortune 1000 (1,000+)",Other,It's been known to happen,,Recommender,,Purchaser,,,,,,,,,Other,,,,,,,,Don't know,Other,,JavaScript,CSS,PHP,,,,,C++,C,,,R,Linux,So happy it hurts,"$20,000 - $40,000",,,,Other Smart Phone,,,,,,,,,,,,,,"$2,001-$3,000",Stack Overflow
Russia,,20-24,41435,Software Products,Start Up (1-25),Web Application Developer,Once in a blue moon,,,,Purchaser,,,,Hardware,Servers,Software,,,,"<$10,000",,,,,,,,Web Platform,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,,,Android,,Other Smart Phone,,,,,HDTV,,,Other netbook,,,,,,$100-$250,Stack Overflow
Other Europe,,20-24,41435,Finance / Banking,Start Up (1-25),Server Programmer,Unless it's stoopid it gets done,Influencer,,,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,"$25,001 - $40,000",,,,,,Enterprise,,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$40,000 - $60,000",iPhone,,,,,,,,HDTV,,,Other netbook,PS3,,,,,">$3,000",Stack Overflow
United States of America,Virginia,25-29,41435,Web Services,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,Influencer,,,,,,,,Servers,Software,,Consultants,,,,,,,,,Don't know,Enterprise,,JavaScript,CSS,PHP,,,SQL,C#,C++,,Perl,,,Windows 7,I enjoy going to work,"$80,000 - $100,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,$251-$500,Stack Overflow
Other Europe,,35-39,11,Consulting,Mature Small Business (25-100),Server Programmer,Unless it's stoopid it gets done,Influencer,Recommender,Approver,,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Enterprise,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$40,000 - $60,000",,Android,,,,,,Blu-Ray,HDTV,,,,,Xbox,Wii,,,"$1,001-$2,000",Stack Overflow
United Kingdom,,35-39,11,Software Products,Start Up (1-25),Web Application Developer,I run this place,Influencer,Recommender,Approver,Purchaser,Check Writer,,I'm a Seller,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,Other,"<$10,000",,,,,,,,SaaS,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,So happy it hurts,"$40,000 - $60,000",iPhone,,,,,,,,,,,Other netbook,,,Wii,,,"$1,001-$2,000",Stack Overflow
Other Europe,,< 20,<2,Web Services,Student,Student,,,,,Purchaser,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Web Platform,,,,PHP,,,,,,,,,,Mac OS X,FML,Student / Unemployed,iPhone,,,,Regular Mobile Phone,,,,,,,Other netbook,PS3,,,,,">$3,000",Stack Overflow
Other Europe,,20-24,41310,Web Services,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,,Recommender,,,,,,Hardware,,,,,,,,,,,,,Don't know,Web Platform,,,,,,,,C#,,,,,,Windows 7,So happy it hurts,"<$20,000",,,,Other Smart Phone,,,,,,,,Other netbook,,,,,ipod,<$100,Stack Overflow
Netherlands,,25-29,41310,Foundation / Non-Profit,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,Servers,Software,,Consultants,,,,,,,,,Don't know,Web Platform,Java,JavaScript,CSS,PHP,Python,,SQL,,,C,Perl,,,Mac OS X,I enjoy going to work,"$60,000 - $80,000",iPhone,,,Other Smart Phone,,,,,HDTV,,,,PS3,,,,,"$1,001-$2,000",Server Fault
United Kingdom,,20-24,41310,Web Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,,40-50,11,Consulting,Mature Small Business (25-100),Desktop Application Developer,It's been known to happen,Influencer,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Enterprise,,JavaScript,CSS,PHP,,,SQL,C#,C++,,,,,Windows XP,It pays the bills,"$40,000 - $60,000",,Android,,,,,,,,,,,,,,,Sony ebook reader,$251-$500,Stack Overflow
Other Europe,,25-29,11,Consulting,Mature Small Business (25-100),Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,It pays the bills,,,,,,Regular Mobile Phone,,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,Texas,20-24,11,Education,Student,Student,Unless it's stoopid it gets done,Influencer,Recommender,Approver,Purchaser,Check Writer,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Enterprise,,,,,,,,C#,C++,C,,,"VB.NET, VB 6, VBScript, VBA",Mac OS X,FML,Student / Unemployed,iPhone,,,,,,,,,,,,,,,,,"$501-$1,000",Stack Overflow
India,,25-29,41310,Manufacturing,"Fortune 1000 (1,000+)",Embedded Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,,,,,,,,,,C,,,,Linux,I enjoy going to work,"<$20,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,<$100,Stack Overflow
United States of America,Washington,20-24,41310,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,,Recommender,,,,,,Hardware,Servers,Software,,,,"<$10,000",,,,,,,,Web Platform,,JavaScript,CSS,PHP,Python,,SQL,,,,Perl,,,Windows 7,I enjoy going to work,"$20,000 - $40,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,"$501-$1,000",Stack Overflow
North America (Other),,25-29,41310,Software Products,"Other (not working, consultant, etc.)",Desktop Application Developer,It's been known to happen,,Recommender,,Purchaser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,,51-60,11,Finance / Banking,Start Up (1-25),Database Administrator,I run this place,Influencer,Recommender,Approver,Purchaser,Check Writer,,,Hardware,Servers,Software,,Consultants,,,,,,,,">$150,000",,Enterprise,,,,,,,SQL,,,C,Perl,,PowerBuilder,Linux,So happy it hurts,">$140,000",,,,,Regular Mobile Phone,,,,,,,,,,,,Survey is INCOMPLETE eg there are more MacBooks than iPads,"$2,001-$3,000",Stack Overflow
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Asia,,30-34,41310,Software Products,Mature Small Business (25-100),IT Staff / System Administrator,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,SaaS,,,,,,,,,,,,None,,Windows 7,I'm not happy in my job,"<$20,000",,,,Other Smart Phone,,,,,,,,,,,,,,<$100,Super User
United States of America,New Jersey,40-50,<2,Consulting,"Other (not working, consultant, etc.)",Other,It's been known to happen,,Recommender,,,,,,Hardware,,Software,,,,,,,,,,,Don't know,Other,,,,,,,,,,,,None,,Mac OS X,FML,,,,,,Regular Mobile Phone,,,,,,,Other netbook,,,Wii,,"iMac, CR-48 ChromeOS notebook","$501-$1,000",Other
United States of America,California,30-34,11,Education,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,Influencer,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Web Platform,Java,JavaScript,CSS,PHP,,,SQL,,,,,,,Mac OS X,It pays the bills,"$100,000 - $120,000",,,,,Regular Mobile Phone,,,,HDTV,,,,,,,,,<$100,Stack Overflow
Canada,,35-39,<2,Consulting,Start Up (1-25),Other,Unless it's stoopid it gets done,,Recommender,,,,,,,,,,,Other,,,,,,,,Don't know,Web Platform,Java,,,,,,,,,,,,,Windows 7,I enjoy going to work,"$40,000 - $60,000",,,,,Regular Mobile Phone,,,,,,iPad,,,,,,,"$1,001-$2,000",Stack Overflow
India,,25-29,<2,Software Products,Start Up (1-25),Web Application Developer,,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,JavaScript,,,,,,C#,,,,,ColdFusion,Windows 7,I enjoy going to work,"<$20,000",,,,,Regular Mobile Phone,,,,,,,Other netbook,,,,,,"$501-$1,000",Stack Overflow
United States of America,New York,20-24,41435,Web Services,Student,Web Application Developer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"<$20,000",,,Blackberry,,,Kindle,,,,,,,,Xbox,,,,"$2,001-$3,000",Stack Overflow
United States of America,New York,< 20,41310,Other,Student,Student,I run this place,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Other,Java,JavaScript,,PHP,Python,,SQL,,C++,C,,,,Windows XP,I enjoy going to work,Student / Unemployed,,Android,,Other Smart Phone,Regular Mobile Phone,,,,HDTV,,,Other netbook,,,,,"huh? many more... desktops, laptops, ...","$501-$1,000",Stack Overflow
Canada,,25-29,<2,Software Products,Start Up (1-25),Web Application Developer,I run this place,,Recommender,Approver,,,,,Hardware,Servers,Software,,,Other,"<$10,000",,,,,,,,Web Platform,Java,,CSS,PHP,,,,,,,,,,Windows 7,So happy it hurts,"$40,000 - $60,000",iPhone,Android,,,Regular Mobile Phone,,,,,,,Other netbook,,Xbox,Wii,,,$251-$500,Stack Overflow
Other Europe,,20-24,11,Web Services,"Other (not working, consultant, etc.)",Web Application Developer,It's been known to happen,Influencer,Recommender,Approver,Purchaser,Check Writer,,I'm a Seller,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,"<$10,000","$10,001 - $25,000",,,,,,,SaaS,,,,PHP,,,SQL,,,,,,,Windows 7,FML,Student / Unemployed,,Android,,Other Smart Phone,Regular Mobile Phone,,,,,,,Other netbook,,,,,,"$501-$1,000",Stack Overflow
Australasia,,20-24,41435,Education,Student,Student,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,JavaScript,CSS,PHP,,Ruby,SQL,,,C,,,Scala,Linux,I enjoy going to work,Student / Unemployed,,,,,Regular Mobile Phone,,,,,,,,,,,,,<$100,Stack Overflow
Middle East,,25-29,<2,Retail,"Fortune 1000 (1,000+)",Other,Unless it's stoopid it gets done,Influencer,,,,,,,,,Software,,,,,,,,"$75,001 - $100,000",,,,Web Platform,,,,,,,,,,,,,,Windows 7,,,,,,,,,,,,,,,,,,,,,
United States of America,New Hampshire,25-29,41435,Web Services,Mature Small Business (25-100),Database Administrator,It's been known to happen,Influencer,Recommender,,,,,,Hardware,Servers,Software,,,,,,,,,,,Don't know,SaaS,,,,,,,SQL,,,,,,VB.NET,Windows 7,I enjoy going to work,"$60,000 - $80,000",,,Blackberry,,,,,Blu-Ray,,,,,,,,,,"$501-$1,000",Stack Overflow
United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,,51-60,41435,Foundation / Non-Profit,Start Up (1-25),Web Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,,CSS,PHP,,,,,,,,,,Windows XP,I'm not happy in my job,Student / Unemployed,,,,Other Smart Phone,,,,,HDTV,,,Other netbook,,,,,,">$3,000",Super User
United States of America,Connecticut,20-24,41435,Other,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,Influencer,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,f#,Windows 7,I enjoy going to work,"$60,000 - $80,000",,Android,,,,,,,,,,,,,Wii,Other gaming system,,"$1,001-$2,000",Stack Overflow
Netherlands,,30-34,11,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,,,,,,,,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,,Python,,SQL,,,,,,,Mac OS X,It pays the bills,"$40,000 - $60,000",iPhone,,,,,,,,,,,Other netbook,,,Wii,,,$100-$250,Stack Overflow
United States of America,Arizona,20-24,41310,Web Services,Student,Student,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,JavaScript,CSS,PHP,,,,,,,,,,Windows XP,FML,Student / Unemployed,,Android,,,,,,,,,,,,,,,,$100-$250,Stack Overflow
Other Europe,,20-24,41435,Consulting,Start Up (1-25),Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Windows 7,It pays the bills,"$60,000 - $80,000",iPhone,Android,,Other Smart Phone,,,,,,,,,,,Wii,Other gaming system,WP7,"$2,001-$3,000",Stack Overflow
Germany,,25-29,41435,Other,Student,Student,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,,,PHP,,,,,C++,C,,,"Haskell, LISP",Linux,So happy it hurts,,,,,Other Smart Phone,,,,Blu-Ray,,,,,PS3,Xbox,,,"Notebooks, PCs","$1,001-$2,000",Stack Overflow
United States of America,Washington,30-34,41435,Software Products,"Fortune 1000 (1,000+)",Desktop Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,,,,,,,C#,,,,,f#,Windows 7,I enjoy going to work,"$100,000 - $120,000",,,,Other Smart Phone,,,,,,,,,,,,,win7phone,<$100,Stack Overflow
Canada,,20-24,41435,Web Services,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,Influencer,,,,,,,,,Software,,,,,,,,,,,Don't know,Other,,,,,,Ruby,SQL,C#,,,,,,Mac OS X,I enjoy going to work,"$60,000 - $80,000",iPhone,,,,Regular Mobile Phone,,,,HDTV,AppleTV,,,,Xbox,,,,"$1,001-$2,000",Stack Overflow
Germany,,20-24,41310,Retail,"Fortune 1000 (1,000+)",Web Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,,,,,,,C#,,,,,,Windows 7,I enjoy going to work,"$20,000 - $40,000",,,,,,,,,HDTV,,,,,,,,,"$501-$1,000",Stack Overflow
Other Europe,,< 20,<2,Other,Student,Student,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,,,,,,Ruby,,,C++,,,,,Windows XP,FML,Student / Unemployed,,,,,Regular Mobile Phone,,,,,,,,,Xbox,,,,<$100,None
Germany,,25-29,41310,Other,"Fortune 1000 (1,000+)",Desktop Application Developer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,,,,,,,C#,C++,,,,,Windows XP,I enjoy going to work,"$40,000 - $60,000",,,,Other Smart Phone,,,,,,,,,PS3,,,,,"$1,001-$2,000",Stack Overflow
Other Asia,,25-29,41435,Consulting,Mid Sized (100-999),Manager of Developers or Team Leader,It's been known to happen,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,,,"$41,000 - $75,000",,,,,Enterprise,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,It pays the bills,,,,Blackberry,,Regular Mobile Phone,,,,,,,Other netbook,,,,,,<$100,Stack Overflow
United Kingdom,,30-34,41435,Retail,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Web Platform,,,,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,">$140,000",,Android,,,,,,Blu-Ray,HDTV,,,,,Xbox,Wii,,,">$3,000",Stack Overflow
Middle East,,25-29,41435,Web Services,Start Up (1-25),Web Application Developer,I run this place,,,Approver,Purchaser,Check Writer,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,Other,"<$10,000",,,,,,,,Web Platform,,JavaScript,CSS,,Python,,SQL,,C++,C,,,,Windows XP,I enjoy going to work,Student / Unemployed,iPhone,,,,,,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
